year,coo_name,coo,coo_iso,coa_name,coa,coa_iso,refugees,asylum_seekers,returned_refugees,idps,returned_idps,stateless,ooc,oip,hst
2022,Afghanistan,AFG,AFG,Afghanistan,AFG,AFG,0,0,0,3254002,236166,0,88903,,878451.0
2022,Bangladesh,BGD,BGD,Afghanistan,AFG,AFG,0,5,0,0,0,0,0,,0.0
2022,Iran (Islamic Rep. of),IRN,IRN,Afghanistan,AFG,AFG,35,21,0,0,0,0,0,,0.0
2022,Pakistan,PAK,PAK,Afghanistan,AFG,AFG,52124,186,0,0,0,0,0,,0.0
2022,Tajikistan,TJK,TJK,Afghanistan,AFG,AFG,0,6,0,0,0,0,0,,0.0
2022,Afghanistan,AFG,AFG,Albania,ALB,ALB,14,0,0,0,0,0,8,,0.0
2022,Egypt,ARE,EGY,Albania,ALB,ALB,8,0,0,0,0,0,0,,0.0
2022,China,CHI,CHN,Albania,ALB,ALB,14,0,0,0,0,0,0,,0.0
2022,Palestinian,GAZ,PSE,Albania,ALB,ALB,8,0,0,0,0,0,0,,0.0
2022,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,Albania,ALB,ALB,52,0,5,0,0,0,0,,0.0
2022,Syrian Arab Rep.,SYR,SYR,Albania,ALB,ALB,23,0,0,0,0,0,0,,0.0
2022,Tunisia,TUN,TUN,Albania,ALB,ALB,5,0,0,0,0,0,0,,0.0
2022,Ukraine,UKR,UKR,Albania,ALB,ALB,2542,5,0,0,0,0,0,,0.0
2022,Uzbekistan,UZB,UZB,Albania,ALB,ALB,5,0,0,0,0,0,0,,0.0
2022,Venezuela (Bolivarian Republic of),VEN,VEN,Albania,ALB,ALB,5,0,0,0,0,0,0,,0.0
2022,Stateless,STA,XXA,Albania,ALB,ALB,0,0,0,0,0,1950,0,,0.0
2022,Egypt,ARE,EGY,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0.0
2022,Benin,BEN,BEN,Algeria,ALG,DZA,0,136,0,0,0,0,0,,0.0
2022,Burkina Faso,BKF,BFA,Algeria,ALG,DZA,12,105,0,0,0,0,0,,0.0
2022,Central African Rep.,CAR,CAF,Algeria,ALG,DZA,106,91,0,0,0,0,0,,0.0
2022,Chad,CHD,TCD,Algeria,ALG,DZA,5,42,0,0,0,0,0,,0.0
2022,Cameroon,CMR,CMR,Algeria,ALG,DZA,135,593,0,0,0,0,0,,0.0
2022,Congo,COB,COG,Algeria,ALG,DZA,0,10,0,0,0,0,0,,0.0
2022,Dem. Rep. of the Congo,COD,COD,Algeria,ALG,DZA,79,124,0,0,0,0,0,,0.0
2022,Eritrea,ERT,ERI,Algeria,ALG,DZA,5,5,0,0,0,0,0,,0.0
2022,Ethiopia,ETH,ETH,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0.0
2022,Gambia,GAM,GMB,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0.0
2022,Palestinian,GAZ,PSE,Algeria,ALG,DZA,243,0,0,0,0,0,0,,0.0
2022,Ghana,GHA,GHA,Algeria,ALG,DZA,0,13,0,0,0,0,0,,0.0
2022,Guinea-Bissau,GNB,GNB,Algeria,ALG,DZA,0,6,0,0,0,0,0,,0.0
2022,Guinea,GUI,GIN,Algeria,ALG,DZA,41,622,0,0,0,0,0,,0.0
2022,Cote d'Ivoire,ICO,CIV,Algeria,ALG,DZA,76,250,0,0,0,0,0,,0.0
2022,India,IND,IND,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0.0
2022,Iraq,IRQ,IRQ,Algeria,ALG,DZA,16,5,0,0,0,0,0,,0.0
2022,Jordan,JOR,JOR,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0.0
2022,Liberia,LBR,LBR,Algeria,ALG,DZA,0,114,0,0,0,0,0,,0.0
2022,Libya,LBY,LBY,Algeria,ALG,DZA,21,16,0,0,0,0,0,,0.0
2022,Lebanon,LEB,LBN,Algeria,ALG,DZA,0,9,0,0,0,0,0,,0.0
2022,Mali,MLI,MLI,Algeria,ALG,DZA,222,674,0,0,0,0,0,,0.0
2022,Niger,NGR,NER,Algeria,ALG,DZA,10,195,0,0,0,0,0,,0.0
2022,Nigeria,NIG,NGA,Algeria,ALG,DZA,6,443,0,0,0,0,0,,0.0
2022,Senegal,SEN,SEN,Algeria,ALG,DZA,0,9,0,0,0,0,0,,0.0
2022,Sierra Leone,SLE,SLE,Algeria,ALG,DZA,0,54,0,0,0,0,0,,0.0
2022,Sudan,SUD,SDN,Algeria,ALG,DZA,34,79,0,0,0,0,0,,0.0
2022,Syrian Arab Rep.,SYR,SYR,Algeria,ALG,DZA,7803,0,0,0,0,0,0,,0.0
2022,Togo,TOG,TGO,Algeria,ALG,DZA,0,19,0,0,0,0,0,,0.0
2022,Türkiye,TUR,TUR,Algeria,ALG,DZA,0,7,0,0,0,0,0,,0.0
2022,Western Sahara,WSH,ESH,Algeria,ALG,DZA,90000,0,0,0,0,0,0,,0.0
2022,Yemen,YEM,YEM,Algeria,ALG,DZA,293,0,0,0,0,0,0,,0.0
2022,Angola,ANG,AGO,Angola,ANG,AGO,0,0,0,0,0,0,142,,0.0
2022,Burundi,BDI,BDI,Angola,ANG,AGO,17,97,0,0,0,0,0,,0.0
2022,Central African Rep.,CAR,CAF,Angola,ANG,AGO,7,77,0,0,0,0,0,,0.0
2022,Chad,CHD,TCD,Angola,ANG,AGO,189,779,0,0,0,0,0,,0.0
2022,Congo,COB,COG,Angola,ANG,AGO,65,58,0,0,0,0,0,,0.0
2022,Dem. Rep. of the Congo,COD,COD,Angola,ANG,AGO,22641,500,735,0,0,0,14,,0.0
2022,Eritrea,ERT,ERI,Angola,ANG,AGO,83,1791,0,0,0,0,22,,0.0
2022,Ethiopia,ETH,ETH,Angola,ANG,AGO,0,57,0,0,0,0,5,,0.0
2022,Guinea-Bissau,GNB,GNB,Angola,ANG,AGO,7,268,0,0,0,0,0,,0.0
2022,Guinea,GUI,GIN,Angola,ANG,AGO,126,9146,0,0,0,0,0,,0.0
2022,Cote d'Ivoire,ICO,CIV,Angola,ANG,AGO,417,5940,0,0,0,0,0,,0.0
2022,Liberia,LBR,LBR,Angola,ANG,AGO,163,476,0,0,0,0,0,,0.0
2022,Mauritania,MAU,MRT,Angola,ANG,AGO,323,5402,0,0,0,0,0,,0.0
2022,Rwanda,RWA,RWA,Angola,ANG,AGO,493,140,0,0,0,0,0,,0.0
2022,Sierra Leone,SLE,SLE,Angola,ANG,AGO,412,1497,0,0,0,0,0,,0.0
2022,Somalia,SOM,SOM,Angola,ANG,AGO,271,1731,0,0,0,0,16,,0.0
2022,Sudan,SUD,SDN,Angola,ANG,AGO,279,1670,0,0,0,0,0,,0.0
2022,Syrian Arab Rep.,SYR,SYR,Angola,ANG,AGO,0,5,0,0,0,0,0,,0.0
2022,United Rep. of Tanzania,TAN,TZA,Angola,ANG,AGO,5,0,0,0,0,0,0,,0.0
2022,Türkiye,TUR,TUR,Angola,ANG,AGO,0,32,0,0,0,0,0,,0.0
2022,Uganda,UGA,UGA,Angola,ANG,AGO,0,6,0,0,0,0,0,,0.0
2022,Western Sahara,WSH,ESH,Angola,ANG,AGO,16,596,0,0,0,0,0,,0.0
2022,Haiti,HAI,HTI,Antigua and Barbuda,ANT,ATG,0,0,0,0,0,0,115,,0.0
2022,Venezuela (Bolivarian Republic of),VEN,VEN,Antigua and Barbuda,ANT,ATG,0,0,0,0,0,0,54,,0.0
2022,Afghanistan,AFG,AFG,Egypt,ARE,EGY,47,334,0,0,0,0,0,,0.0
2022,Burundi,BDI,BDI,Egypt,ARE,EGY,56,68,0,0,0,0,0,,0.0
2022,Bangladesh,BGD,BGD,Egypt,ARE,EGY,0,5,0,0,0,0,0,,0.0
2022,Central African Rep.,CAR,CAF,Egypt,ARE,EGY,45,33,0,0,0,0,0,,0.0
2022,Chad,CHD,TCD,Egypt,ARE,EGY,66,53,0,0,0,0,0,,0.0
2022,China,CHI,CHN,Egypt,ARE,EGY,0,77,0,0,0,0,0,,0.0
2022,Cameroon,CMR,CMR,Egypt,ARE,EGY,20,34,0,0,0,0,0,,0.0
2022,Congo,COB,COG,Egypt,ARE,EGY,11,20,0,0,0,0,0,,0.0
2022,Dem. Rep. of the Congo,COD,COD,Egypt,ARE,EGY,48,16,0,0,0,0,0,,0.0
2022,Djibouti,DJB,DJI,Egypt,ARE,EGY,23,24,0,0,0,0,0,,0.0
2022,Eritrea,ERT,ERI,Egypt,ARE,EGY,16526,5881,0,0,0,0,0,,0.0
2022,Ethiopia,ETH,ETH,Egypt,ARE,EGY,5814,10010,0,0,0,0,0,,0.0
2022,Palestinian,GAZ,PSE,Egypt,ARE,EGY,70020,0,0,0,0,0,0,,0.0
2022,Guinea,GUI,GIN,Egypt,ARE,EGY,11,55,0,0,0,0,0,,0.0
2022,Cote d'Ivoire,ICO,CIV,Egypt,ARE,EGY,5,0,22,0,0,0,0,,0.0
2022,India,IND,IND,Egypt,ARE,EGY,0,5,0,0,0,0,0,,0.0
2022,Iraq,IRQ,IRQ,Egypt,ARE,EGY,4496,1179,0,0,0,0,0,,0.0
2022,Jordan,JOR,JOR,Egypt,ARE,EGY,9,9,0,0,0,0,0,,0.0
2022,Kenya,KEN,KEN,Egypt,ARE,EGY,12,6,0,0,0,0,0,,0.0
2022,Libya,LBY,LBY,Egypt,ARE,EGY,5,5,0,0,0,0,0,,0.0
2022,Lebanon,LEB,LBN,Egypt,ARE,EGY,0,5,0,0,0,0,0,,0.0
2022,Mali,MLI,MLI,Egypt,ARE,EGY,0,6,0,0,0,0,0,,0.0
2022,Nigeria,NIG,NGA,Egypt,ARE,EGY,30,110,0,0,0,0,0,,0.0
2022,Russian Federation,RUS,RUS,Egypt,ARE,EGY,9,10,0,0,0,0,0,,0.0
2022,Rwanda,RWA,RWA,Egypt,ARE,EGY,5,0,0,0,0,0,0,,0.0
2022,Saudi Arabia,SAU,SAU,Egypt,ARE,EGY,5,0,0,0,0,0,0,,0.0
2022,Sierra Leone,SLE,SLE,Egypt,ARE,EGY,5,5,0,0,0,0,0,,0.0
2022,Somalia,SOM,SOM,Egypt,ARE,EGY,4666,1771,0,0,0,0,0,,0.0
2022,Sudan,SUD,SDN,Egypt,ARE,EGY,25476,32761,0,0,0,0,0,,0.0
2022,South Sudan,SSD,SSD,Egypt,ARE,EGY,21309,3037,0,0,0,0,0,,0.0
2022,Syrian Arab Rep.,SYR,SYR,Egypt,ARE,EGY,145658,0,444,0,0,0,0,,0.0
2022,United Rep. of Tanzania,TAN,TZA,Egypt,ARE,EGY,5,0,0,0,0,0,0,,0.0
2022,Tajikistan,TJK,TJK,Egypt,ARE,EGY,16,5,0,0,0,0,0,,0.0
2022,Turkmenistan,TKM,TKM,Egypt,ARE,EGY,5,0,0,0,0,0,0,,0.0
2022,Tunisia,TUN,TUN,Egypt,ARE,EGY,5,0,0,0,0,0,0,,0.0
2022,Türkiye,TUR,TUR,Egypt,ARE,EGY,0,336,0,0,0,0,0,,0.0
2022,Uganda,UGA,UGA,Egypt,ARE,EGY,14,11,0,0,0,0,0,,0.0
2022,Ukraine,UKR,UKR,Egypt,ARE,EGY,0,5,0,0,0,0,0,,0.0
2022,Uzbekistan,UZB,UZB,Egypt,ARE,EGY,0,8,0,0,0,0,0,,0.0
2022,Yemen,YEM,YEM,Egypt,ARE,EGY,163,7992,0,0,0,0,0,,0.0
2022,Zimbabwe,ZIM,ZWE,Egypt,ARE,EGY,42,5,0,0,0,0,0,,0.0
2022,Stateless,STA,XXA,Egypt,ARE,EGY,5,0,0,0,0,10,0,,0.0
2022,Afghanistan,AFG,AFG,Argentina,ARG,ARG,11,11,0,0,0,0,0,,0.0
2022,Albania,ALB,ALB,Argentina,ARG,ARG,18,0,0,0,0,0,0,,0.0
2022,Algeria,ALG,DZA,Argentina,ARG,ARG,31,21,0,0,0,0,0,,0.0
2022,Angola,ANG,AGO,Argentina,ARG,ARG,14,15,0,0,0,0,0,,0.0
2022,Egypt,ARE,EGY,Argentina,ARG,ARG,5,22,0,0,0,0,0,,0.0
2022,Armenia,ARM,ARM,Argentina,ARG,ARG,77,169,0,0,0,0,0,,0.0
2022,Burundi,BDI,BDI,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0.0
2022,Bangladesh,BGD,BGD,Argentina,ARG,ARG,5,91,0,0,0,0,0,,0.0
2022,Belarus,BLR,BLR,Argentina,ARG,ARG,0,19,0,0,0,0,0,,0.0
2022,Bolivia (Plurinational State of),BOL,BOL,Argentina,ARG,ARG,56,61,0,0,0,0,0,,0.0
2022,Brazil,BRA,BRA,Argentina,ARG,ARG,0,23,0,0,0,0,0,,0.0
2022,Bosnia and Herzegovina,BSN,BIH,Argentina,ARG,ARG,6,0,0,0,0,0,0,,0.0
2022,China,CHI,CHN,Argentina,ARG,ARG,0,121,0,0,0,0,0,,0.0
2022,Chile,CHL,CHL,Argentina,ARG,ARG,34,7,0,0,0,0,0,,0.0
2022,Cameroon,CMR,CMR,Argentina,ARG,ARG,11,38,0,0,0,0,0,,0.0
2022,Dem. Rep. of the Congo,COD,COD,Argentina,ARG,ARG,26,29,0,0,0,0,0,,0.0
2022,Colombia,COL,COL,Argentina,ARG,ARG,562,294,0,0,0,0,0,,0.0
2022,Costa Rica,COS,CRI,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0.0
2022,Cuba,CUB,CUB,Argentina,ARG,ARG,262,829,0,0,0,0,0,,0.0
2022,Cabo Verde,CVI,CPV,Argentina,ARG,ARG,0,5,0,0,0,0,0,,0.0
2022,Czechia,CZE,CZE,Argentina,ARG,ARG,0,5,0,0,0,0,0,,0.0
2022,Dominican Rep.,DOM,DOM,Argentina,ARG,ARG,11,499,0,0,0,0,0,,0.0
2022,Ecuador,ECU,ECU,Argentina,ARG,ARG,16,33,0,0,0,0,0,,0.0
2022,Eritrea,ERT,ERI,Argentina,ARG,ARG,12,0,0,0,0,0,0,,0.0
2022,Ethiopia,ETH,ETH,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0.0
2022,Gambia,GAM,GMB,Argentina,ARG,ARG,0,5,0,0,0,0,0,,0.0
2022,Palestinian,GAZ,PSE,Argentina,ARG,ARG,25,9,0,0,0,0,0,,0.0
2022,Georgia,GEO,GEO,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0.0
2022,Ghana,GHA,GHA,Argentina,ARG,ARG,37,144,0,0,0,0,0,,0.0
2022,Guinea-Bissau,GNB,GNB,Argentina,ARG,ARG,8,5,0,0,0,0,0,,0.0
2022,Guatemala,GUA,GTM,Argentina,ARG,ARG,8,0,0,0,0,0,0,,0.0
2022,Guinea,GUI,GIN,Argentina,ARG,ARG,10,10,0,0,0,0,0,,0.0
2022,Haiti,HAI,HTI,Argentina,ARG,ARG,79,609,0,0,0,0,0,,0.0
2022,Honduras,HON,HND,Argentina,ARG,ARG,5,10,0,0,0,0,0,,0.0
2022,Hungary,HUN,HUN,Argentina,ARG,ARG,0,5,0,0,0,0,0,,0.0
2022,Cote d'Ivoire,ICO,CIV,Argentina,ARG,ARG,20,5,0,0,0,0,0,,0.0
2022,India,IND,IND,Argentina,ARG,ARG,23,128,0,0,0,0,0,,0.0
2022,Iran (Islamic Rep. of),IRN,IRN,Argentina,ARG,ARG,29,6,0,0,0,0,0,,0.0
2022,Iraq,IRQ,IRQ,Argentina,ARG,ARG,26,0,0,0,0,0,0,,0.0
2022,Jamaica,JAM,JAM,Argentina,ARG,ARG,14,0,0,0,0,0,0,,0.0
2022,Jordan,JOR,JOR,Argentina,ARG,ARG,5,5,0,0,0,0,0,,0.0
2022,Kazakhstan,KAZ,KAZ,Argentina,ARG,ARG,18,24,0,0,0,0,0,,0.0
2022,Kyrgyzstan,KGZ,KGZ,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0.0
2022,Liberia,LBR,LBR,Argentina,ARG,ARG,42,0,0,0,0,0,0,,0.0
2022,Libya,LBY,LBY,Argentina,ARG,ARG,5,5,0,0,0,0,0,,0.0
2022,Sri Lanka,LKA,LKA,Argentina,ARG,ARG,36,0,0,0,0,0,0,,0.0
2022,North Macedonia,MCD,MKD,Argentina,ARG,ARG,9,0,0,0,0,0,0,,0.0
2022,Mexico,MEX,MEX,Argentina,ARG,ARG,0,6,0,0,0,0,0,,0.0
2022,Mali,MLI,MLI,Argentina,ARG,ARG,9,0,0,0,0,0,0,,0.0
2022,Morocco,MOR,MAR,Argentina,ARG,ARG,0,15,0,0,0,0,0,,0.0
2022,Nepal,NEP,NPL,Argentina,ARG,ARG,0,5,0,0,0,0,0,,0.0
2022,Nicaragua,NIC,NIC,Argentina,ARG,ARG,17,17,0,0,0,0,0,,0.0
2022,Nigeria,NIG,NGA,Argentina,ARG,ARG,42,73,0,0,0,0,0,,0.0
2022,Pakistan,PAK,PAK,Argentina,ARG,ARG,40,22,0,0,0,0,0,,0.0
2022,Paraguay,PAR,PRY,Argentina,ARG,ARG,21,12,0,0,0,0,0,,0.0
2022,Peru,PER,PER,Argentina,ARG,ARG,548,101,0,0,0,0,0,,0.0
2022,Philippines,PHI,PHL,Argentina,ARG,ARG,0,5,0,0,0,0,0,,0.0
2022,Romania,ROM,ROU,Argentina,ARG,ARG,51,0,0,0,0,0,0,,0.0
2022,South Africa,RSA,ZAF,Argentina,ARG,ARG,0,17,0,0,0,0,0,,0.0
2022,Russian Federation,RUS,RUS,Argentina,ARG,ARG,82,467,0,0,0,0,0,,0.0
2022,El Salvador,SAL,SLV,Argentina,ARG,ARG,50,35,0,0,0,0,0,,0.0
2022,Senegal,SEN,SEN,Argentina,ARG,ARG,43,1242,0,0,0,0,0,,0.0
2022,Sierra Leone,SLE,SLE,Argentina,ARG,ARG,37,10,0,0,0,0,0,,0.0
2022,Somalia,SOM,SOM,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0.0
2022,Spain,SPA,ESP,Argentina,ARG,ARG,0,10,0,0,0,0,0,,0.0
2022,Sudan,SUD,SDN,Argentina,ARG,ARG,5,0,0,0,0,0,0,,0.0
2022,Syrian Arab Rep.,SYR,SYR,Argentina,ARG,ARG,450,110,0,0,0,0,452,,0.0
2022,Tunisia,TUN,TUN,Argentina,ARG,ARG,0,5,0,0,0,0,0,,0.0
2022,Türkiye,TUR,TUR,Argentina,ARG,ARG,7,0,0,0,0,0,0,,0.0
2022,Ukraine,UKR,UKR,Argentina,ARG,ARG,121,59,0,0,0,0,0,,0.0
2022,United States of America,USA,USA,Argentina,ARG,ARG,5,12,0,0,0,0,0,,0.0
2022,Venezuela (Bolivarian Republic of),VEN,VEN,Argentina,ARG,ARG,316,5560,0,0,0,0,0,165174.0,0.0
2022,Yemen,YEM,YEM,Argentina,ARG,ARG,22,10,0,0,0,0,0,,0.0
2022,Stateless,STA,XXA,Argentina,ARG,ARG,0,0,0,0,0,14,0,,0.0
2022,Unknown,UKN,UNK,Argentina,ARG,ARG,642,45,0,0,0,0,14,,81619.0
2022,Afghanistan,AFG,AFG,Armenia,ARM,ARM,9,0,0,0,0,0,0,,0.0
2022,Egypt,ARE,EGY,Armenia,ARM,ARM,5,24,0,0,0,0,0,,0.0
2022,Azerbaijan,AZE,AZE,Armenia,ARM,ARM,27933,5,0,0,0,0,0,,0.0
2022,Congo,COB,COG,Armenia,ARM,ARM,5,0,0,0,0,0,0,,0.0
2022,Cuba,CUB,CUB,Armenia,ARM,ARM,5,17,0,0,0,0,0,,0.0
2022,Palestinian,GAZ,PSE,Armenia,ARM,ARM,7,0,0,0,0,0,0,,0.0
2022,Georgia,GEO,GEO,Armenia,ARM,ARM,9,5,0,0,0,0,0,,0.0
2022,Haiti,HAI,HTI,Armenia,ARM,ARM,0,5,0,0,0,0,0,,0.0
2022,Cote d'Ivoire,ICO,CIV,Armenia,ARM,ARM,6,0,0,0,0,0,0,,0.0
2022,India,IND,IND,Armenia,ARM,ARM,0,5,0,0,0,0,0,,0.0
2022,Iran (Islamic Rep. of),IRN,IRN,Armenia,ARM,ARM,158,129,0,0,0,0,0,,0.0
2022,Iraq,IRQ,IRQ,Armenia,ARM,ARM,1123,184,0,0,0,0,0,,0.0
2022,Lebanon,LEB,LBN,Armenia,ARM,ARM,26,0,0,0,0,0,0,,0.0
2022,Myanmar,MYA,MMR,Armenia,ARM,ARM,5,0,0,0,0,0,0,,0.0
2022,Nigeria,NIG,NGA,Armenia,ARM,ARM,11,0,0,0,0,0,0,,0.0
2022,Pakistan,PAK,PAK,Armenia,ARM,ARM,0,6,0,0,0,0,0,,0.0
2022,Russian Federation,RUS,RUS,Armenia,ARM,ARM,0,20,0,0,0,0,0,,0.0
2022,Syrian Arab Rep.,SYR,SYR,Armenia,ARM,ARM,4888,24,0,0,0,0,0,,0.0
2022,Türkiye,TUR,TUR,Armenia,ARM,ARM,17,18,0,0,0,0,0,,0.0
2022,Ukraine,UKR,UKR,Armenia,ARM,ARM,406,122,0,0,0,0,0,,0.0
2022,Yemen,YEM,YEM,Armenia,ARM,ARM,21,6,0,0,0,0,0,,0.0
2022,Zimbabwe,ZIM,ZWE,Armenia,ARM,ARM,0,5,0,0,0,0,0,,0.0
2022,Stateless,STA,XXA,Armenia,ARM,ARM,0,0,0,0,0,672,0,,0.0
2022,Unknown,UKN,UNK,Armenia,ARM,ARM,0,5,0,0,0,0,0,,0.0
2022,Afghanistan,AFG,AFG,Australia,AUL,AUS,7787,3503,0,0,0,0,0,,0.0
2022,Albania,ALB,ALB,Australia,AUL,AUS,34,100,0,0,0,0,0,,0.0
2022,Algeria,ALG,DZA,Australia,AUL,AUS,8,23,0,0,0,0,0,,0.0
2022,Angola,ANG,AGO,Australia,AUL,AUS,0,5,0,0,0,0,0,,0.0
2022,Egypt,ARE,EGY,Australia,AUL,AUS,1093,245,0,0,0,0,0,,0.0
2022,Argentina,ARG,ARG,Australia,AUL,AUS,0,22,0,0,0,0,0,,0.0
2022,Azerbaijan,AZE,AZE,Australia,AUL,AUS,11,11,0,0,0,0,0,,0.0
2022,Bahrain,BAH,BHR,Australia,AUL,AUS,38,5,0,0,0,0,0,,0.0
2022,Burundi,BDI,BDI,Australia,AUL,AUS,53,29,0,0,0,0,0,,0.0
2022,Belgium,BEL,BEL,Australia,AUL,AUS,0,6,0,0,0,0,0,,0.0
2022,Bangladesh,BGD,BGD,Australia,AUL,AUS,418,1377,0,0,0,0,0,,0.0
2022,Bhutan,BHU,BTN,Australia,AUL,AUS,5,22,0,0,0,0,0,,0.0
2022,Belarus,BLR,BLR,Australia,AUL,AUS,7,0,0,0,0,0,0,,0.0
2022,Brazil,BRA,BRA,Australia,AUL,AUS,9,230,0,0,0,0,0,,0.0
2022,Brunei Darussalam,BRU,BRN,Australia,AUL,AUS,0,14,0,0,0,0,0,,0.0
2022,Bosnia and Herzegovina,BSN,BIH,Australia,AUL,AUS,0,5,0,0,0,0,0,,0.0
2022,Cambodia,CAM,KHM,Australia,AUL,AUS,72,600,0,0,0,0,0,,0.0
2022,Canada,CAN,CAN,Australia,AUL,AUS,0,5,0,0,0,0,0,,0.0
2022,China,CHI,CHN,Australia,AUL,AUS,1656,14788,0,0,0,0,0,,0.0
2022,Chile,CHL,CHL,Australia,AUL,AUS,16,58,0,0,0,0,0,,0.0
2022,Cameroon,CMR,CMR,Australia,AUL,AUS,40,50,0,0,0,0,0,,0.0
2022,Congo,COB,COG,Australia,AUL,AUS,37,15,0,0,0,0,0,,0.0
2022,Dem. Rep. of the Congo,COD,COD,Australia,AUL,AUS,59,50,0,0,0,0,0,,0.0
2022,Colombia,COL,COL,Australia,AUL,AUS,85,358,0,0,0,0,0,,0.0
2022,Cuba,CUB,CUB,Australia,AUL,AUS,0,9,0,0,0,0,0,,0.0
2022,Eritrea,ERT,ERI,Australia,AUL,AUS,101,23,0,0,0,0,0,,0.0
2022,Estonia,EST,EST,Australia,AUL,AUS,0,5,0,0,0,0,0,,0.0
2022,Ethiopia,ETH,ETH,Australia,AUL,AUS,473,112,0,0,0,0,0,,0.0
2022,Fiji,FIJ,FJI,Australia,AUL,AUS,228,2745,0,0,0,0,0,,0.0
2022,France,FRA,FRA,Australia,AUL,AUS,0,26,0,0,0,0,0,,0.0
2022,Gambia,GAM,GMB,Australia,AUL,AUS,11,5,0,0,0,0,0,,0.0
2022,Palestinian,GAZ,PSE,Australia,AUL,AUS,437,226,0,0,0,0,0,,0.0
2022,United Kingdom of Great Britain and Northern Ireland,GBR,GBR,Australia,AUL,AUS,6,106,0,0,0,0,0,,0.0
2022,Georgia,GEO,GEO,Australia,AUL,AUS,12,34,0,0,0,0,0,,0.0
2022,Germany,GFR,DEU,Australia,AUL,AUS,8,7,0,0,0,0,0,,0.0
2022,Ghana,GHA,GHA,Australia,AUL,AUS,59,151,0,0,0,0,0,,0.0
2022,Greece,GRE,GRC,Australia,AUL,AUS,10,47,0,0,0,0,0,,0.0
2022,Guinea,GUI,GIN,Australia,AUL,AUS,9,5,0,0,0,0,0,,0.0
2022,"China, Hong Kong SAR",HKG,HKG,Australia,AUL,AUS,6,514,0,0,0,0,0,,0.0
2022,Honduras,HON,HND,Australia,AUL,AUS,5,7,0,0,0,0,0,,0.0
2022,India,IND,IND,Australia,AUL,AUS,459,8141,0,0,0,0,0,,0.0
2022,Indonesia,INS,IDN,Australia,AUL,AUS,240,2875,0,0,0,0,0,,0.0
2022,Ireland,IRE,IRL,Australia,AUL,AUS,0,96,0,0,0,0,0,,0.0
2022,Iran (Islamic Rep. of),IRN,IRN,Australia,AUL,AUS,12023,4309,0,0,0,0,5,,0.0
2022,Iraq,IRQ,IRQ,Australia,AUL,AUS,4192,1244,10,0,0,0,0,,0.0
2022,Israel,ISR,ISR,Australia,AUL,AUS,5,18,0,0,0,0,0,,0.0
2022,Italy,ITA,ITA,Australia,AUL,AUS,5,58,0,0,0,0,0,,0.0
2022,Jamaica,JAM,JAM,Australia,AUL,AUS,5,0,0,0,0,0,0,,0.0
2022,Jordan,JOR,JOR,Australia,AUL,AUS,148,186,0,0,0,0,0,,0.0
2022,Japan,JPN,JPN,Australia,AUL,AUS,10,23,0,0,0,0,0,,0.0
2022,Kazakhstan,KAZ,KAZ,Australia,AUL,AUS,5,0,0,0,0,0,0,,0.0
2022,Kenya,KEN,KEN,Australia,AUL,AUS,117,355,0,0,0,0,0,,0.0
2022,Kyrgyzstan,KGZ,KGZ,Australia,AUL,AUS,11,6,0,0,0,0,0,,0.0
2022,Kiribati,KIR,KIR,Australia,AUL,AUS,0,25,0,0,0,0,0,,0.0
2022,Rep. of Korea,KOR,KOR,Australia,AUL,AUS,22,360,0,0,0,0,0,,0.0
2022,Dem. People's Rep. of Korea,KRN,PRK,Australia,AUL,AUS,0,9,0,0,0,0,0,,0.0
2022,Kuwait,KUW,KWT,Australia,AUL,AUS,24,0,0,0,0,0,0,,0.0
2022,Lao People's Dem. Rep.,LAO,LAO,Australia,AUL,AUS,5,283,0,0,0,0,0,,0.0
2022,Liberia,LBR,LBR,Australia,AUL,AUS,44,20,0,0,0,0,0,,0.0
2022,Libya,LBY,LBY,Australia,AUL,AUS,1168,41,0,0,0,0,0,,0.0
2022,Lebanon,LEB,LBN,Australia,AUL,AUS,483,1062,0,0,0,0,0,,0.0
2022,Sri Lanka,LKA,LKA,Australia,AUL,AUS,3764,3546,0,0,0,0,0,,0.0
2022,"China, Macao SAR",MAC,MAC,Australia,AUL,AUS,0,5,0,0,0,0,0,,0.0
2022,North Macedonia,MCD,MKD,Australia,AUL,AUS,5,89,0,0,0,0,0,,0.0
2022,Rep. of Moldova,MDA,MDA,Australia,AUL,AUS,0,5,0,0,0,0,0,,0.0
2022,Maldives,MDV,MDV,Australia,AUL,AUS,19,10,0,0,0,0,0,,0.0
2022,Mexico,MEX,MEX,Australia,AUL,AUS,29,24,0,0,0,0,0,,0.0
